,ID,test,body,color,fuel,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,condition,owners,vehicle_title,price,model,generation,restyling,age,mileage_per_day
6230,avto2823,0,внедорожник,серый,бензин,5,2007,автоматическая,4.8,355,212000,полный,Левый,Не требует ремонта,3,Оригинал,920000,X5,2,0,13,44.67860906217071
6231,avto2932,0,внедорожник,цветной,бензин,5,2007,автоматическая,4.8,355,82000,полный,Левый,Не требует ремонта,3,Оригинал,950000,X5,2,0,13,17.281348788198102
6232,avto3031,0,внедорожник,серый,бензин,5,2007,автоматическая,4.8,355,187000,полный,Левый,Не требует ремонта,3,Оригинал,980000,X5,2,0,13,39.40990516332982
6233,avto3049,0,внедорожник,чёрный,бензин,5,2007,автоматическая,4.8,355,279000,полный,Левый,Не требует ремонта,3,Оригинал,980000,X5,2,0,13,58.79873551106428
6234,avto3160,0,внедорожник,серый,бензин,5,2007,автоматическая,4.8,355,204000,полный,Левый,Не требует ремонта,3,Оригинал,1000000,X5,2,0,13,42.99262381454162
6235,avto3272,0,внедорожник,цветной,бензин,5,2007,автоматическая,4.8,355,107000,полный,Левый,Не требует ремонта,3,Дубликат,1050000,X5,2,0,13,22.55005268703899
6236,avto2324,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.8,355,203000,полный,Левый,Не требует ремонта,3,Оригинал,790000,X5,2,0,12,46.34703196347032
6237,avto2467,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.8,355,157000,полный,Левый,Не требует ремонта,3,Оригинал,830000,X5,2,0,12,35.84474885844749
6238,avto2477,0,внедорожник,серебристый,бензин,5,2008,автоматическая,4.8,355,182000,полный,Левый,Не требует ремонта,3,Дубликат,830000,X5,2,0,12,41.55251141552512
6239,avto2549,0,внедорожник,серый,бензин,5,2008,автоматическая,4.8,355,180000,полный,Левый,Не требует ремонта,3,Оригинал,850000,X5,2,0,12,41.0958904109589
6240,avto2606,0,внедорожник,цветной,бензин,5,2008,автоматическая,4.8,355,170000,полный,Левый,Не требует ремонта,3,Дубликат,855000,X5,2,0,12,38.81278538812786
6241,avto2683,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.8,355,144000,полный,Левый,Не требует ремонта,3,Оригинал,890000,X5,2,0,12,32.87671232876713
6242,avto2894,0,внедорожник,серый,бензин,5,2008,автоматическая,4.8,355,175000,полный,Левый,Не требует ремонта,3,Оригинал,950000,X5,2,0,12,39.954337899543376
6243,avto2948,0,внедорожник,цветной,бензин,5,2008,автоматическая,4.8,355,215000,полный,Левый,Не требует ремонта,3,Дубликат,950000,X5,2,0,12,49.08675799086758
6244,avto2201,0,внедорожник,красный,бензин,5,2008,автоматическая,4.8,355,170000,полный,Левый,Не требует ремонта,3,Дубликат,750000,X5,2,0,12,38.81278538812786
6245,avto2258,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.8,355,139000,полный,Левый,Не требует ремонта,3,Дубликат,765000,X5,2,0,12,31.735159817351597
6246,avto2411,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.8,355,155000,полный,Левый,Не требует ремонта,3,Оригинал,810000,X5,2,0,12,35.38812785388128
6247,avto2499,0,внедорожник,серый,бензин,5,2008,автоматическая,4.8,355,223500,полный,Левый,Не требует ремонта,3,Дубликат,840000,X5,2,0,12,51.02739726027397
6248,avto2507,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.8,355,210000,полный,Левый,Не требует ремонта,3,Оригинал,845000,X5,2,0,12,47.945205479452056
6249,avto2673,0,внедорожник,серый,бензин,5,2008,автоматическая,4.8,355,203000,полный,Левый,Не требует ремонта,3,Оригинал,888000,X5,2,0,12,46.34703196347032
6250,avto2820,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.8,355,214000,полный,Левый,Не требует ремонта,3,Оригинал,920000,X5,2,0,12,48.858447488584474
6251,avto3913,0,внедорожник,белый,бензин,5,2008,автоматическая,4.8,355,134700,полный,Левый,Не требует ремонта,3,Оригинал,1250000,X5,2,0,12,30.753424657534246
6252,avto2103,0,внедорожник,серебристый,бензин,5,2009,автоматическая,4.8,355,129055,полный,Левый,Не требует ремонта,3,Оригинал,726690,X5,2,0,11,32.143212951432126
6253,avto2643,0,внедорожник,чёрный,бензин,5,2009,автоматическая,4.8,355,168700,полный,Левый,Не требует ремонта,3,Оригинал,875000,X5,2,0,11,42.01743462017435
6254,avto2804,0,внедорожник,белый,бензин,5,2009,автоматическая,4.8,355,260000,полный,Левый,Не требует ремонта,3,Оригинал,915000,X5,2,0,11,64.75716064757161
6255,avto4044,0,внедорожник,чёрный,бензин,5,2009,автоматическая,4.8,355,138000,полный,Левый,Не требует ремонта,3,Дубликат,1300000,X5,2,0,11,34.371108343711086
6256,avto2122,0,внедорожник,чёрный,бензин,5,2004,автоматическая,4.8,360,150000,полный,Левый,Не требует ремонта,3,Дубликат,730000,X5,1,1,16,25.684931506849313
6257,avto3618,0,внедорожник,красный,бензин,5,2004,автоматическая,4.8,360,143000,полный,Левый,Не требует ремонта,3,Оригинал,1150000,X5,1,1,16,24.486301369863014
6258,avto1820,0,внедорожник,чёрный,бензин,5,2005,автоматическая,4.8,360,271000,полный,Левый,Не требует ремонта,3,Оригинал,651000,X5,1,1,15,49.49771689497717
6259,avto1726,0,внедорожник,чёрный,бензин,5,2006,автоматическая,4.8,360,192000,полный,Левый,Не требует ремонта,3,Дубликат,640000,X5,1,1,14,37.573385518590996
6260,avto2157,0,внедорожник,красный,бензин,5,2006,автоматическая,4.8,360,240000,полный,Левый,Не требует ремонта,3,Оригинал,750000,X5,1,1,14,46.96673189823875
6261,avto1886,0,седан,чёрный,бензин,4,2005,автоматическая,4.8,367,122000,задний,Левый,Не требует ремонта,3,Оригинал,680000,7 серия,4,1,15,22.28310502283105
6262,avto2345,0,купе,серый,бензин,2,2006,автоматическая,4.8,367,78200,задний,Левый,Не требует ремонта,3,Оригинал,800000,6 серия,2,0,14,15.303326810176126
6263,avto1687,0,седан,чёрный,бензин,4,2006,автоматическая,4.8,367,199000,задний,Левый,Не требует ремонта,3,Оригинал,630000,7 серия,4,1,14,38.94324853228963
6264,avto1176,0,седан,чёрный,бензин,4,2006,автоматическая,4.8,367,236000,задний,Левый,Не требует ремонта,3,Оригинал,500000,7 серия,4,1,14,46.183953033268104
6265,avto2028,0,седан,цветной,бензин,4,2006,автоматическая,4.8,367,151380,задний,Левый,Не требует ремонта,3,Оригинал,700000,7 серия,4,1,14,29.62426614481409
6266,avto1948,0,купе,чёрный,бензин,2,2007,автоматическая,4.8,367,135000,задний,Левый,Не требует ремонта,3,Дубликат,696000,6 серия,2,0,13,28.45100105374078
6267,avto2378,0,купе,серый,бензин,2,2007,автоматическая,4.8,367,115000,задний,Левый,Не требует ремонта,3,Оригинал,800000,6 серия,2,0,13,24.236037934668072
6268,avto3607,0,кабриолет,чёрный,бензин,2,2007,автоматическая,4.8,367,79322,задний,Левый,Не требует ремонта,3,Оригинал,1150000,6 серия,2,0,13,16.71696522655427
6269,avto1356,0,седан,чёрный,бензин,4,2007,автоматическая,4.8,367,285000,задний,Левый,Не требует ремонта,3,Дубликат,550000,7 серия,4,1,13,60.06322444678609
6270,avto1357,0,седан,серый,бензин,4,2007,автоматическая,4.8,367,200000,задний,Левый,Не требует ремонта,3,Оригинал,550000,7 серия,4,1,13,42.14963119072708
6271,avto1251,0,седан,чёрный,бензин,4,2007,автоматическая,4.8,367,250000,задний,Левый,Не требует ремонта,3,Оригинал,520000,7 серия,4,1,13,52.68703898840885
6272,avto1620,0,седан,серый,бензин,4,2007,автоматическая,4.8,367,205000,задний,Левый,Не требует ремонта,3,Оригинал,610000,7 серия,4,1,13,43.20337197049526
6273,avto1838,0,седан,цветной,бензин,4,2007,автоматическая,4.8,367,166000,задний,Левый,Не требует ремонта,3,Оригинал,660000,7 серия,4,1,13,34.98419388830348
6274,avto2358,0,седан,чёрный,бензин,4,2007,автоматическая,4.8,367,144000,задний,Левый,Не требует ремонта,3,Оригинал,800000,7 серия,4,1,13,30.347734457323497
6275,avto2217,0,купе,чёрный,бензин,2,2008,автоматическая,4.8,367,151000,задний,Левый,Не требует ремонта,3,Дубликат,750000,6 серия,2,1,12,34.47488584474886
6276,avto2354,0,купе,серебристый,бензин,2,2008,автоматическая,4.8,367,128000,задний,Левый,Не требует ремонта,3,Оригинал,800000,6 серия,2,1,12,29.22374429223744
6277,avto2355,0,купе,серебристый,бензин,2,2008,автоматическая,4.8,367,128000,задний,Левый,Не требует ремонта,3,Оригинал,800000,6 серия,2,1,12,29.22374429223744
6278,avto2653,0,кабриолет,чёрный,бензин,2,2008,механическая,4.8,367,92500,задний,Левый,Не требует ремонта,3,Дубликат,880000,6 серия,2,1,12,21.118721461187214
6279,avto2716,0,купе,цветной,бензин,2,2008,автоматическая,4.8,367,97000,задний,Левый,Не требует ремонта,3,Оригинал,900000,6 серия,2,1,12,22.14611872146119
6280,avto3417,0,купе,серый,бензин,2,2008,автоматическая,4.8,367,196000,задний,Левый,Не требует ремонта,3,Оригинал,1100000,6 серия,2,1,12,44.74885844748859
6281,avto1401,0,седан,чёрный,бензин,4,2008,автоматическая,4.8,367,270000,задний,Левый,Не требует ремонта,3,Дубликат,550000,7 серия,4,1,12,61.64383561643836
6282,avto5583,0,купе,цветной,бензин,2,2016,роботизированная,3.0,370,70600,задний,Левый,Не требует ремонта,3,Оригинал,2450000,M2,0,0,4,48.35616438356164
6283,avto5297,0,внедорожник,белый,дизель,5,2012,автоматическая,3.0,381,112000,полный,Левый,Не требует ремонта,3,Дубликат,2050000,X5,2,1,8,38.35616438356164
6284,avto4380,0,внедорожник,белый,дизель,5,2012,автоматическая,3.0,381,150000,полный,Левый,Не требует ремонта,3,Оригинал,1420000,X6,1,1,8,51.36986301369863
6285,avto4851,0,седан,цветной,дизель,4,2013,автоматическая,3.0,381,172000,полный,Левый,Не требует ремонта,3,Дубликат,1690000,7 серия,5,1,7,67.31898238747554
6286,avto4948,0,седан,чёрный,дизель,4,2013,автоматическая,3.0,381,130000,полный,Левый,Не требует ремонта,3,Оригинал,1700000,7 серия,5,1,7,50.88062622309198
6287,avto5321,0,седан,цветной,дизель,4,2013,автоматическая,3.0,381,105000,полный,Левый,Не требует ремонта,3,Оригинал,2080000,5 серия,6,1,7,41.0958904109589
6288,avto5459,0,седан,белый,дизель,4,2013,автоматическая,3.0,381,68000,полный,Левый,Не требует ремонта,3,Оригинал,2150000,5 серия,6,1,7,26.614481409001957
6289,avto4658,0,внедорожник,чёрный,дизель,5,2013,автоматическая,3.0,381,168904,полный,Левый,Не требует ремонта,3,Оригинал,1556000,X5,2,1,7,66.10724070450098
6290,avto5021,0,внедорожник,чёрный,дизель,5,2013,автоматическая,3.0,381,138000,полный,Левый,Не требует ремонта,3,Оригинал,1800000,X6,1,1,7,54.01174168297456
6291,avto5033,0,внедорожник,белый,дизель,5,2013,автоматическая,3.0,381,155000,полный,Левый,Не требует ремонта,3,Оригинал,1800000,X6,1,1,7,60.66536203522505
6292,avto5114,0,внедорожник,чёрный,дизель,5,2013,автоматическая,3.0,381,176000,полный,Левый,Не требует ремонта,3,Оригинал,1880000,X6,1,1,7,68.88454011741683
6293,avto5125,0,внедорожник,чёрный,дизель,5,2013,автоматическая,3.0,381,157000,полный,Левый,Не требует ремонта,3,Оригинал,1890000,X6,1,1,7,61.448140900195696
6294,avto5835,0,внедорожник,белый,дизель,5,2013,автоматическая,3.0,381,110000,полный,Левый,Не требует ремонта,3,Дубликат,2850000,X5,3,0,7,43.05283757338552
6295,avto5898,0,внедорожник,цветной,дизель,5,2014,автоматическая,3.0,381,90627,полный,Левый,Не требует ремонта,3,Оригинал,2996000,X5,3,0,6,41.38219178082192
6296,avto5547,0,седан,чёрный,дизель,4,2015,автоматическая,3.0,381,75000,полный,Левый,Не требует ремонта,3,Оригинал,2400000,5 серия,6,1,5,41.0958904109589
6297,avto6038,0,внедорожник,чёрный,дизель,5,2016,автоматическая,3.0,381,77000,полный,Левый,Не требует ремонта,3,Оригинал,3250000,X5,3,0,4,52.73972602739726
6298,avto6138,0,седан,чёрный,дизель,4,2016,автоматическая,3.0,400,90572,полный,Левый,Не требует ремонта,3,Оригинал,3500000,7 серия,6,0,4,62.035616438356165
6299,avto6154,0,седан,чёрный,дизель,4,2017,автоматическая,3.0,400,72000,полный,Левый,Не требует ремонта,3,Оригинал,3590000,7 серия,6,0,3,65.75342465753425
6300,avto6535,0,кабриолет,серебристый,бензин,2,2000,механическая,4.9,400,14000,задний,Левый,Не требует ремонта,3,Оригинал,14000000,Z8,1,0,20,1.917808219178082
6301,avto4097,0,седан,цветной,бензин,4,2001,механическая,4.9,400,228000,задний,Левый,Не требует ремонта,3,Дубликат,1300000,M5,3,0,19,32.87671232876713
6302,avto2261,0,седан,чёрный,бензин,4,2008,автоматическая,4.4,407,99000,задний,Левый,Не требует ремонта,3,Оригинал,770000,7 серия,5,0,12,22.602739726027398
6303,avto2400,0,седан,чёрный,бензин,4,2008,автоматическая,4.4,407,224000,задний,Левый,Не требует ремонта,3,Оригинал,800000,7 серия,5,0,12,51.141552511415526
6304,avto3498,0,седан,белый,бензин,4,2008,автоматическая,4.4,407,72000,задний,Левый,Не требует ремонта,3,Дубликат,1111111,7 серия,5,0,12,16.438356164383563
6305,avto2407,0,внедорожник,серый,бензин,5,2008,автоматическая,4.4,407,145000,полный,Левый,Не требует ремонта,3,Оригинал,805000,X6,1,0,12,33.10502283105023
6306,avto2418,0,внедорожник,цветной,бензин,5,2008,автоматическая,4.4,407,131000,полный,Левый,Не требует ремонта,3,Дубликат,810000,X6,1,0,12,29.908675799086758
6307,avto2421,0,внедорожник,красный,бензин,5,2008,автоматическая,4.4,407,157000,полный,Левый,Не требует ремонта,3,Оригинал,811000,X6,1,0,12,35.84474885844749
6308,avto3127,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.4,407,220000,полный,Левый,Не требует ремонта,3,Оригинал,999999,X6,1,0,12,50.22831050228311
6309,avto3462,0,внедорожник,красный,бензин,5,2008,автоматическая,4.4,407,162000,полный,Левый,Не требует ремонта,3,Оригинал,1100000,X6,1,0,12,36.986301369863014
6310,avto3468,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.4,407,180000,полный,Левый,Не требует ремонта,3,Оригинал,1100000,X6,1,0,12,41.0958904109589
6311,avto3494,0,внедорожник,чёрный,бензин,5,2008,автоматическая,4.4,407,98931,полный,Левый,Не требует ремонта,3,Оригинал,1109000,X6,1,0,12,22.586986301369862
6312,avto4328,0,внедорожник,цветной,бензин,5,2008,автоматическая,4.4,407,130000,полный,Левый,Не требует ремонта,3,Оригинал,1400000,X6,1,0,12,29.680365296803654
6313,avto2390,0,седан,цветной,бензин,4,2009,автоматическая,4.4,407,210000,задний,Левый,Не требует ремонта,3,Дубликат,800000,7 серия,5,0,11,52.30386052303861
6314,avto2924,0,седан,чёрный,бензин,4,2009,автоматическая,4.4,407,59000,задний,Левый,Не требует ремонта,3,Оригинал,950000,7 серия,5,0,11,14.694894146948942
6315,avto3063,0,седан,цветной,бензин,4,2009,автоматическая,4.4,407,169000,задний,Левый,Не требует ремонта,3,Оригинал,990000,7 серия,5,0,11,42.092154420921545
6316,avto1679,0,седан,чёрный,бензин,4,2009,автоматическая,4.4,407,267805,полный,Левый,Не требует ремонта,3,Оригинал,630000,7 серия,5,0,11,66.70112079701121
6317,avto2007,0,седан,белый,бензин,4,2009,автоматическая,4.4,407,220000,задний,Левый,Не требует ремонта,3,Дубликат,700000,7 серия,5,0,11,54.794520547945204
6318,avto2106,0,седан,цветной,бензин,4,2009,автоматическая,4.4,407,215000,задний,Левый,Не требует ремонта,3,Дубликат,729000,7 серия,5,0,11,53.5491905354919
6319,avto2573,0,седан,чёрный,бензин,4,2009,автоматическая,4.4,407,125000,полный,Левый,Не требует ремонта,3,Дубликат,850000,7 серия,5,0,11,31.133250311332503
6320,avto2884,0,седан,серый,бензин,4,2009,автоматическая,4.4,407,191000,полный,Левый,Не требует ремонта,3,Дубликат,950000,7 серия,5,0,11,47.57160647571607
6321,avto2207,0,внедорожник,цветной,бензин,5,2009,автоматическая,4.4,407,130000,полный,Левый,Не требует ремонта,3,Оригинал,750000,X6,1,0,11,32.378580323785805
6322,avto2208,0,внедорожник,цветной,бензин,5,2009,автоматическая,4.4,407,130000,полный,Левый,Не требует ремонта,3,Оригинал,750000,X6,1,0,11,32.378580323785805
6323,avto2601,0,внедорожник,красный,бензин,5,2009,автоматическая,4.4,407,160000,полный,Левый,Не требует ремонта,3,Оригинал,850000,X6,1,0,11,39.85056039850561
6324,avto2809,0,внедорожник,цветной,бензин,5,2009,автоматическая,4.4,407,84000,полный,Левый,Не требует ремонта,3,Дубликат,920000,X6,1,0,11,20.92154420921544
6325,avto2826,0,внедорожник,серый,бензин,5,2009,автоматическая,4.4,407,146000,полный,Левый,Не требует ремонта,3,Оригинал,925000,X6,1,0,11,36.36363636363637
6326,avto3081,0,внедорожник,чёрный,бензин,5,2009,автоматическая,4.4,407,195000,полный,Левый,Не требует ремонта,3,Дубликат,990000,X6,1,0,11,48.567870485678704
6327,avto3802,0,внедорожник,серебристый,бензин,5,2009,автоматическая,4.4,407,170000,полный,Левый,Не требует ремонта,3,Оригинал,1200000,X6,1,0,11,42.3412204234122
6328,avto2920,0,внедорожник,серый,гибрид,5,2009,автоматическая,4.4,407,142000,полный,Левый,Не требует ремонта,3,Оригинал,950000,X6,1,0,11,35.36737235367372
6329,avto2941,0,внедорожник,белый,гибрид,5,2009,автоматическая,4.4,407,180000,полный,Левый,Не требует ремонта,3,Дубликат,950000,X6,1,0,11,44.831880448318806
6330,avto3229,0,внедорожник,белый,гибрид,5,2009,автоматическая,4.4,407,216000,полный,Левый,Не требует ремонта,3,Дубликат,1030000,X6,1,0,11,53.79825653798257
6331,avto2416,0,лифтбек,серый,бензин,5,2009,автоматическая,4.4,407,137000,задний,Левый,Не требует ремонта,3,Оригинал,810000,5 серия,6,0,11,34.12204234122042
6332,avto2600,0,лифтбек,серый,бензин,5,2009,автоматическая,4.4,407,212000,задний,Левый,Не требует ремонта,3,Оригинал,850000,5 серия,6,0,11,52.80199252801992
6333,avto2735,0,лифтбек,цветной,бензин,5,2009,автоматическая,4.4,407,120000,задний,Левый,Не требует ремонта,3,Оригинал,900000,5 серия,6,0,11,29.8879202988792
6334,avto3271,0,лифтбек,чёрный,бензин,5,2009,автоматическая,4.4,407,150000,задний,Левый,Не требует ремонта,3,Дубликат,1050000,5 серия,6,0,11,37.359900373599004
6335,avto2108,0,седан,чёрный,бензин,4,2010,автоматическая,4.4,407,137000,задний,Левый,Не требует ремонта,3,Дубликат,730000,7 серия,5,0,10,37.534246575342465
6336,avto1850,0,седан,чёрный,бензин,4,2010,автоматическая,4.4,407,121553,полный,Левый,Не требует ремонта,3,Оригинал,669000,7 серия,5,0,10,33.302191780821914
6337,avto2066,0,седан,чёрный,бензин,4,2010,автоматическая,4.4,407,142500,полный,Левый,Не требует ремонта,3,Оригинал,715000,7 серия,5,0,10,39.04109589041096
6338,avto2302,0,седан,чёрный,бензин,4,2010,автоматическая,4.4,407,107000,полный,Левый,Не требует ремонта,3,Оригинал,790000,7 серия,5,0,10,29.315068493150687
6339,avto2447,0,седан,чёрный,бензин,4,2010,автоматическая,4.4,407,108000,полный,Левый,Не требует ремонта,3,Дубликат,820000,7 серия,5,0,10,29.589041095890412
6340,avto2729,0,седан,белый,бензин,4,2010,автоматическая,4.4,407,117000,полный,Левый,Не требует ремонта,3,Оригинал,900000,7 серия,5,0,10,32.054794520547944
6341,avto2741,0,седан,серый,бензин,4,2010,автоматическая,4.4,407,140000,полный,Левый,Не требует ремонта,3,Оригинал,900000,7 серия,5,0,10,38.35616438356164
6342,avto2902,0,седан,чёрный,бензин,4,2010,автоматическая,4.4,407,157500,полный,Левый,Не требует ремонта,3,Оригинал,950000,7 серия,5,0,10,43.15068493150685
6343,avto3003,0,седан,чёрный,бензин,4,2010,автоматическая,4.4,407,93000,полный,Левый,Не требует ремонта,3,Оригинал,970000,7 серия,5,0,10,25.47945205479452
6344,avto2519,0,внедорожник,чёрный,бензин,5,2010,автоматическая,4.4,407,259527,полный,Левый,Не требует ремонта,3,Оригинал,850000,X6,1,0,10,71.10328767123288
6345,avto3029,0,внедорожник,белый,бензин,5,2010,автоматическая,4.4,407,159000,полный,Левый,Не требует ремонта,3,Оригинал,980000,X6,1,0,10,43.56164383561644
6346,avto3048,0,внедорожник,чёрный,бензин,5,2010,автоматическая,4.4,407,125600,полный,Левый,Не требует ремонта,3,Оригинал,980000,X6,1,0,10,34.41095890410959
6347,avto3266,0,внедорожник,чёрный,бензин,5,2010,автоматическая,4.4,407,156000,полный,Левый,Не требует ремонта,3,Оригинал,1050000,X6,1,0,10,42.73972602739726
6348,avto3413,0,внедорожник,чёрный,бензин,5,2010,автоматическая,4.4,407,62945,полный,Левый,Не требует ремонта,3,Оригинал,1100000,X6,1,0,10,17.245205479452054
6349,avto3502,0,внедорожник,цветной,бензин,5,2010,автоматическая,4.4,407,105000,полный,Левый,Не требует ремонта,3,Оригинал,1120000,X6,1,0,10,28.767123287671232
6350,avto3625,0,внедорожник,белый,бензин,5,2010,автоматическая,4.4,407,105130,полный,Левый,Не требует ремонта,3,Оригинал,1150000,X6,1,0,10,28.802739726027397
6351,avto3942,0,внедорожник,чёрный,бензин,5,2010,автоматическая,4.4,407,200000,полный,Левый,Не требует ремонта,3,Дубликат,1250000,X6,1,0,10,54.794520547945204
6352,avto4524,0,внедорожник,белый,бензин,5,2010,автоматическая,4.4,407,116000,полный,Левый,Не требует ремонта,3,Оригинал,1500000,X6,1,0,10,31.78082191780822
6353,avto3798,0,внедорожник,белый,гибрид,5,2010,автоматическая,4.4,407,146000,полный,Левый,Не требует ремонта,3,Оригинал,1200000,X6,1,0,10,40.0
6354,avto2955,0,внедорожник,чёрный,бензин,5,2010,автоматическая,4.4,407,141400,полный,Левый,Не требует ремонта,3,Оригинал,950000,X5,2,1,10,38.73972602739726
6355,avto2972,0,внедорожник,чёрный,бензин,5,2010,автоматическая,4.4,407,142000,полный,Левый,Не требует ремонта,3,Дубликат,958500,X5,2,1,10,38.9041095890411
6356,avto3055,0,внедорожник,белый,бензин,5,2010,автоматическая,4.4,407,96000,полный,Левый,Не требует ремонта,3,Дубликат,985000,X5,2,1,10,26.301369863013697
6357,avto3246,0,внедорожник,чёрный,бензин,5,2010,автоматическая,4.4,407,184700,полный,Левый,Не требует ремонта,3,Дубликат,1040000,X5,2,1,10,50.602739726027394
6358,avto3345,0,внедорожник,серебристый,бензин,5,2010,автоматическая,4.4,407,212654,полный,Левый,Не требует ремонта,3,Оригинал,1068000,X5,2,1,10,58.2613698630137
6359,avto3431,0,внедорожник,цветной,бензин,5,2010,автоматическая,4.4,407,52000,полный,Левый,Не требует ремонта,3,Дубликат,1100000,X5,2,1,10,14.246575342465754
6360,avto4160,0,внедорожник,цветной,бензин,5,2010,автоматическая,4.4,407,80000,полный,Левый,Не требует ремонта,3,Оригинал,1349000,X5,2,1,10,21.91780821917808
6361,avto2453,0,лифтбек,чёрный,бензин,5,2010,автоматическая,4.4,407,132000,задний,Левый,Не требует ремонта,3,Дубликат,825000,5 серия,6,0,10,36.16438356164384
6362,avto2878,0,лифтбек,белый,бензин,5,2010,автоматическая,4.4,407,134000,полный,Левый,Не требует ремонта,3,Оригинал,950000,5 серия,6,0,10,36.71232876712329
6363,avto4416,0,купе,белый,бензин,2,2011,автоматическая,4.4,407,118000,полный,Левый,Не требует ремонта,3,Оригинал,1450000,6 серия,3,0,9,35.920852359208524
6364,avto4636,0,купе,чёрный,бензин,2,2011,автоматическая,4.4,407,132000,полный,Левый,Не требует ремонта,3,Дубликат,1550000,6 серия,3,0,9,40.182648401826484
6365,avto4704,0,купе,красный,бензин,2,2011,автоматическая,4.4,407,80000,задний,Левый,Не требует ремонта,3,Оригинал,1590000,6 серия,3,0,9,24.3531202435312
6366,avto1907,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,172000,полный,Левый,Не требует ремонта,3,Дубликат,680000,7 серия,5,0,9,52.35920852359209
6367,avto2150,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,147621,задний,Левый,Не требует ремонта,3,Оригинал,749900,7 серия,5,0,9,44.937899543379
6368,avto2758,0,седан,серый,бензин,4,2011,автоматическая,4.4,407,130000,полный,Левый,Не требует ремонта,3,Оригинал,900000,7 серия,5,0,9,39.5738203957382
6369,avto1558,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,186986,полный,Левый,Не требует ремонта,3,Оригинал,600000,7 серия,5,0,9,56.92115677321157
6370,avto1736,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,154268,полный,Левый,Не требует ремонта,3,Оригинал,648000,7 серия,5,0,9,46.961339421613395
6371,avto2162,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,115000,полный,Левый,Не требует ремонта,3,Дубликат,750000,7 серия,5,0,9,35.007610350076106
6372,avto2181,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,167000,полный,Левый,Не требует ремонта,3,Оригинал,750000,7 серия,5,0,9,50.83713850837138
6373,avto2376,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,93000,полный,Левый,Не требует ремонта,3,Дубликат,800000,7 серия,5,0,9,28.310502283105023
6374,avto2381,0,седан,цветной,бензин,4,2011,автоматическая,4.4,407,150000,полный,Левый,Не требует ремонта,3,Оригинал,800000,7 серия,5,0,9,45.662100456621005
6375,avto2538,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,141000,полный,Левый,Не требует ремонта,3,Дубликат,850000,7 серия,5,0,9,42.922374429223744
6376,avto2551,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,210000,полный,Левый,Не требует ремонта,3,Оригинал,850000,7 серия,5,0,9,63.926940639269404
6377,avto2633,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,119500,полный,Левый,Не требует ремонта,3,Дубликат,870000,7 серия,5,0,9,36.37747336377473
6378,avto2658,0,седан,серый,бензин,4,2011,автоматическая,4.4,407,170000,полный,Левый,Не требует ремонта,3,Дубликат,880000,7 серия,5,0,9,51.75038051750381
6379,avto2767,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,92120,полный,Левый,Не требует ремонта,3,Оригинал,900000,7 серия,5,0,9,28.04261796042618
6380,avto2799,0,седан,золотистый,бензин,4,2011,автоматическая,4.4,407,129000,полный,Левый,Не требует ремонта,3,Оригинал,910000,7 серия,5,0,9,39.269406392694066
6381,avto3381,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,107000,полный,Левый,Не требует ремонта,3,Дубликат,1090000,7 серия,5,0,9,32.57229832572298
6382,avto3564,0,седан,цветной,бензин,4,2011,автоматическая,4.4,407,90000,полный,Левый,Не требует ремонта,3,Оригинал,1149000,7 серия,5,0,9,27.397260273972602
6383,avto2300,0,седан,серый,бензин,4,2011,автоматическая,4.4,407,133000,полный,Левый,Не требует ремонта,3,Дубликат,860000,5 серия,6,0,9,40.48706240487063
6384,avto3963,0,седан,чёрный,бензин,4,2011,автоматическая,4.4,407,126000,полный,Левый,Не требует ремонта,3,Оригинал,1270000,5 серия,6,0,9,38.35616438356164
6385,avto4177,0,седан,цветной,бензин,4,2011,автоматическая,4.4,407,74300,полный,Левый,Не требует ремонта,3,Оригинал,1350000,5 серия,6,0,9,22.617960426179604
6386,avto4496,0,седан,серый,бензин,4,2011,автоматическая,4.4,407,114000,задний,Левый,Не требует ремонта,3,Оригинал,1490000,5 серия,6,0,9,34.70319634703196
