,test,style,body,color,fuel,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,owners,price
324,0,M50d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,10601300.0
325,0,40i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,3.0,340.0,0.0,полный,Левый,0.0,5814768.0
326,0,30d xDrive Steptronic ,внедорожник,серый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5654328.0
327,0,M50i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,10424216.0
328,0,M50d xDrive Steptronic ,внедорожник,белый,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,10972500.0
329,0,30d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,6193800.0
330,0,40i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,3.0,340.0,0.0,полный,Левый,0.0,6844616.0
331,0,M50d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,8981400.0
332,0,M50d xDrive Steptronic ,внедорожник,белый,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,8981400.0
333,0,30d xDrive Steptronic ,внедорожник,белый,дизель,5,2019,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,6430000.0
334,0,30d xDrive Steptronic ,внедорожник,белый,дизель,5,2019,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,6490000.0
335,0,M50i ,внедорожник,белый,бензин,5,2019,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,8990000.0
336,0,40i xDrive Steptronic ,внедорожник,белый,бензин,5,2020,автоматическая,3.0,340.0,0.0,полный,Левый,0.0,6084300.0
337,0,M50i ,внедорожник,белый,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,8200000.0
338,0,40i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,3.0,340.0,0.0,полный,Левый,0.0,7266000.0
339,0,M50d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2019,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,9290000.0
340,0,M50d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,9509280.0
341,0,M50i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,10649000.0
342,0,30d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2019,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5840000.0
343,0,30d xDrive Steptronic ,внедорожник,серый,дизель,5,2019,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,7353319.0
344,0,M50d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,9990000.0
345,0,M50d xDrive Steptronic ,внедорожник,синий,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,10687200.0
346,0,M50d xDrive Steptronic ,внедорожник,серый,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,8386448.0
347,0,M50d xDrive Steptronic ,внедорожник,белый,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,9074702.0
348,0,M50d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,10917312.0
349,0,M50d xDrive Steptronic ,внедорожник,синий,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,8190350.0
350,0,M850i xDrive АT ,кабриолет,синий,бензин,2,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,9100000.0
351,0,30d ,внедорожник,синий,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,7245300.0
352,0,M50d ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,9448000.0
353,0,M50d ,внедорожник,синий,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,7734700.0
354,0,840d xDrive ,седан,серый,дизель,4,2020,автоматическая,3.0,320.0,0.0,полный,Левый,0.0,9672400.0
355,0,M50d ,внедорожник,белый,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,8766296.0
356,0,M850i xDrive АT ,седан,синий,бензин,4,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,9595182.0
357,0,M50d ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,8269272.0
358,0,30d ,внедорожник,коричневый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,6853100.0
359,0,30d ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,6998300.0
360,0,840i xDrive ,седан,синий,бензин,4,2020,автоматическая,3.0,340.0,0.0,полный,Левый,0.0,7814200.0
361,0,840d xDrive ,седан,синий,дизель,4,2020,автоматическая,3.0,320.0,0.0,полный,Левый,0.0,6779449.0
362,0,840i xDrive ,седан,белый,бензин,4,2020,автоматическая,3.0,340.0,0.0,полный,Левый,0.0,8500000.0
363,0,30d ,внедорожник,красный,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5903200.0
364,0,840d xDrive ,седан,чёрный,дизель,4,2020,автоматическая,3.0,320.0,0.0,полный,Левый,0.0,6519344.0
365,0,M850i xDrive АT ,седан,синий,бензин,4,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,8489552.0
366,0,M50d ,внедорожник,фиолетовый,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,9787300.0
367,0,30d ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,8176600.0
368,0,M50d ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,9396600.0
369,0,30d ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5558112.0
370,0,840d xDrive ,седан,белый,дизель,4,2020,автоматическая,3.0,320.0,0.0,полный,Левый,0.0,9313100.0
371,0,M50d ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,8458000.0
372,0,30d ,внедорожник,бежевый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5873000.0
373,0,30i Steptronic ,кабриолет,серый,бензин,2,2020,автоматическая,2.0,258.0,0.0,задний,Левый,0.0,4714000.0
374,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2762500.0
375,0,620d xDrive Steptronic ,хэтчбек,белый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,4115709.0
376,0,530d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,4563934.0
377,0,M550i xDrive Steptronic ,седан,серый,бензин,4,2020,автоматическая,4.4,462.0,0.0,полный,Левый,0.0,5941824.0
378,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2896600.0
379,0,620d xDrive Steptronic ,хэтчбек,синий,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3813383.0
380,0,620d xDrive Steptronic ,хэтчбек,чёрный,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3684600.0
381,0,620d xDrive Steptronic ,хэтчбек,серый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,4168671.0
382,0,620d xDrive Steptronic ,хэтчбек,серый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,4420000.0
383,0,620d xDrive Steptronic ,хэтчбек,чёрный,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,4420000.0
384,0,520d xDrive Steptronic ,седан,серый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3861900.0
385,0,520d xDrive Steptronic ,седан,синий,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3883200.0
386,0,520d xDrive Steptronic ,седан,белый,дизель,4,2019,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3770000.0
387,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2019,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3360000.0
388,0,M50i xDrive Steptronic ,внедорожник,синий,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,9647700.0
389,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3018400.0
390,0,630d xDrive Steptronic ,хэтчбек,белый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5142331.0
391,0,530i xDrive Steptronic ,седан,серый,бензин,4,2019,автоматическая,2.0,249.0,0.0,полный,Левый,0.0,3452800.0
392,0,630d xDrive Steptronic ,хэтчбек,красный,дизель,5,2019,автоматическая,3.0,320.0,0.0,полный,Левый,0.0,5005936.0
393,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3920000.0
394,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2949800.0
395,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3227580.0
396,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2860000.0
397,0,530d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,4450000.0
398,0,620d xDrive Steptronic ,хэтчбек,коричневый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3684600.0
399,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3113200.0
400,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2701300.0
401,0,M50i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,8622912.0
402,0,630d xDrive Steptronic ,хэтчбек,синий,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5429333.0
403,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2984100.0
404,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3149400.0
405,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2949800.0
406,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2827500.0
407,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2769300.0
408,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2834460.0
409,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2834460.0
410,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2834460.0
411,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2827500.0
412,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2801880.0
413,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2834460.0
414,0,M50i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,7990000.0
415,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2834460.0
416,0,630d xDrive Steptronic ,хэтчбек,белый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5400000.0
417,0,630d xDrive Steptronic ,хэтчбек,белый,дизель,5,2019,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,4722300.0
418,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2677500.0
419,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2677500.0
420,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2795000.0
421,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2795000.0
422,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2823100.0
423,0,520d xDrive Steptronic ,седан,серый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3230000.0
424,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3730000.0
425,0,630d xDrive Steptronic ,хэтчбек,белый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,4593600.0
426,0,M550d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,7193305.0
427,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2450000.0
428,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2635000.0
429,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2450000.0
430,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2450000.0
431,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2450000.0
432,0,520d Steptronic ,седан,серый,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2659000.0
433,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,3444000.0
434,0,630d xDrive Steptronic ,хэтчбек,белый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5280000.0
435,0,630d xDrive Steptronic ,хэтчбек,серебристый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5631500.0
436,0,620d xDrive Steptronic ,хэтчбек,белый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,4420000.0
437,0,630d xDrive Steptronic ,хэтчбек,серый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5280000.0
438,0,520d xDrive Steptronic ,седан,белый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3730000.0
439,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2769000.0
440,0,630d xDrive Steptronic ,хэтчбек,чёрный,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5280000.0
441,0,520d xDrive Steptronic ,седан,синий,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3520000.0
442,0,520d xDrive Steptronic ,седан,серый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2950000.0
443,0,520d xDrive Steptronic ,седан,серый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3018400.0
444,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,3047264.0
445,0,620d xDrive Steptronic ,хэтчбек,чёрный,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3948930.0
446,0,520d xDrive Steptronic ,седан,белый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3018400.0
447,0,520d xDrive Steptronic ,седан,серебристый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3018400.0
448,0,520d Steptronic ,седан,серый,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,3047264.0
449,0,620d xDrive Steptronic ,хэтчбек,белый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,4168671.0
450,0,520d xDrive Steptronic ,седан,синий,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3091088.0
451,0,620d xDrive Steptronic ,хэтчбек,серый,дизель,5,2019,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,4450714.0
452,0,530d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,4504849.0
453,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2998900.0
454,0,530d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,4053229.0
455,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2750000.0
456,0,630d xDrive Steptronic ,хэтчбек,серый,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,4593600.0
457,0,520d xDrive Steptronic ,седан,синий,дизель,4,2019,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3270000.0
458,0,M550d xDrive Steptronic ,седан,коричневый,дизель,4,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,7213730.0
459,0,520d Steptronic ,седан,синий,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,3047264.0
460,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3014200.0
461,0,M50i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,9631300.0
462,0,520d xDrive Steptronic ,седан,серый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3427000.0
463,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2641912.0
464,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2751037.0
465,0,M50i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,8436300.0
466,0,530d xDrive Steptronic ,седан,белый,дизель,4,2019,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,4086000.0
467,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2459000.0
468,0,M550d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,5639000.0
469,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2400000.0
470,0,540i xDrive Steptronic ,седан,чёрный,бензин,4,2019,автоматическая,3.0,340.0,0.0,полный,Левый,0.0,3769000.0
471,0,520i Steptronic ,седан,чёрный,бензин,4,2020,автоматическая,2.0,184.0,0.0,задний,Левый,0.0,2369000.0
472,0,520d xDrive Steptronic ,седан,серый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3190000.0
473,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2932600.0
474,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2932600.0
475,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2949800.0
476,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2949800.0
477,0,520d Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2932600.0
478,0,M550d xDrive Steptronic ,седан,серый,дизель,4,2019,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,5850000.0
479,0,520d xDrive Steptronic ,седан,синий,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Правый,0.0,3290000.0
480,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3190000.0
481,0,M550d xDrive Steptronic ,седан,серый,дизель,4,2019,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,5990000.0
482,0,630d xDrive Steptronic ,хэтчбек,чёрный,дизель,5,2020,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5142331.0
483,0,M550d xDrive Steptronic ,седан,серый,дизель,4,2020,автоматическая,3.0,400.0,0.0,полный,Левый,0.0,6045816.0
484,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3113200.0
485,0,40i xDrive Steptronic ,внедорожник,белый,бензин,5,2019,автоматическая,3.0,340.0,0.0,полный,Левый,0.0,4850000.0
486,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3270000.0
487,0,620d xDrive Steptronic ,хэтчбек,серый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3990000.0
488,0,520d xDrive Steptronic ,седан,белый,дизель,4,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2690000.0
489,0,520d Steptronic ,седан,синий,дизель,4,2020,автоматическая,2.0,190.0,0.0,задний,Левый,0.0,2561000.0
490,0,630i Steptronic ,хэтчбек,чёрный,бензин,5,2020,автоматическая,2.0,249.0,0.0,задний,Левый,0.0,4311000.0
491,0,M50i ,внедорожник,чёрный,бензин,5,2020,автоматическая,4.4,530.0,0.0,полный,Левый,0.0,8990000.0
492,0,20d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3375600.0
493,0,20i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3915600.0
494,0,20i xDrive Steptronic ,внедорожник,синий,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3915600.0
495,0,20i xDrive Steptronic ,внедорожник,коричневый,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,4017700.0
496,0,20i xDrive Steptronic ,внедорожник,синий,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,2990000.0
497,0,20d xDrive Steptronic ,внедорожник,белый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2990000.0
498,0,20d xDrive Steptronic ,внедорожник,белый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3104000.0
499,0,20i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3052700.0
500,0,20i xDrive Steptronic ,внедорожник,белый,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3052700.0
501,0,20d xDrive Steptronic ,внедорожник,серый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3827700.0
502,0,20d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3880000.0
503,0,20d xDrive Steptronic ,внедорожник,синий,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3880000.0
504,0,20d xDrive Steptronic ,внедорожник,серый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3994900.0
505,0,20d xDrive Steptronic ,внедорожник,серебристый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3880000.0
506,0,30d xDrive Steptronic ,внедорожник,синий,дизель,5,2019,автоматическая,3.0,249.0,0.0,полный,Левый,0.0,5773900.0
507,0,20d xDrive Steptronic ,внедорожник,серый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,2904500.0
508,0,20d xDrive Steptronic ,внедорожник,коричневый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3337500.0
509,0,20d xDrive Steptronic ,внедорожник,синий,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3666800.0
510,0,20i xDrive Steptronic ,внедорожник,синий,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,2890000.0
511,0,20i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3257400.0
512,0,20d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3934235.0
513,0,20d xDrive Steptronic ,внедорожник,белый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3914000.0
514,0,20d xDrive Steptronic ,внедорожник,серый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3934235.0
515,0,20i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3501000.0
516,0,20i xDrive Steptronic ,внедорожник,синий,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3501000.0
517,0,20i xDrive Steptronic ,внедорожник,белый,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3501000.0
518,0,20i xDrive Steptronic ,внедорожник,серый,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3501000.0
519,0,20i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3294000.0
520,0,20i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3294000.0
521,0,20i xDrive Steptronic ,внедорожник,синий,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3087000.0
522,0,20i xDrive Steptronic ,внедорожник,белый,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3087000.0
523,0,20d xDrive Steptronic ,внедорожник,серый,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3334500.0
524,0,20i xDrive Steptronic ,внедорожник,синий,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3087000.0
525,0,20i xDrive Steptronic ,внедорожник,чёрный,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3294000.0
526,0,20i xDrive Steptronic ,внедорожник,серый,бензин,5,2020,автоматическая,2.0,184.0,0.0,полный,Левый,0.0,3294000.0
527,0,20d xDrive Steptronic ,внедорожник,синий,дизель,5,2020,автоматическая,2.0,190.0,0.0,полный,Левый,0.0,3706235.0
